ts,vrms,irms,preal,s,q,fp,kwh
2026-06-10T22:43:42,126.81,1.9257,206.42,244.19,-130.47,0.8453,0.431196
2026-06-10T22:43:42,123.53,4.9983,524.46,617.43,325.82,0.8494,0.431207
2026-06-10T22:43:43,126.8,1.9087,206.43,242.04,-126.37,0.8529,0.431264
2026-06-10T22:43:43,123.93,5.0556,531.99,626.52,330.92,0.8491,0.431276
2026-06-10T22:43:44,126.91,1.9196,204.4,243.62,-132.56,0.839,0.431331
2026-06-10T22:43:44,123.89,4.8752,526.68,603.99,295.66,0.872,0.431342
2026-06-10T22:43:44,126.78,1.9155,209.21,242.85,-123.33,0.8615,0.431397
2026-06-10T22:43:44,123.6,4.8719,528.15,602.15,289.22,0.8771,0.431409
2026-06-10T22:43:45,126.95,1.9163,202.8,243.26,-134.34,0.8337,0.431465
2026-06-10T22:43:45,123.28,5.1024,590.84,629.04,215.87,0.9393,0.431478
2026-06-10T22:43:45,126.88,1.9278,207.58,244.59,-129.37,0.8487,0.431533
2026-06-10T22:43:45,123.73,4.951,531.28,612.59,304.98,0.8673,0.431545
2026-06-10T22:43:46,126.67,1.9028,203.11,241.02,-129.77,0.8427,0.431599
2026-06-10T22:43:46,123.58,4.8119,515.0,594.66,297.3,0.8661,0.43161
2026-06-10T22:43:46,127.13,1.9175,205.57,243.77,-131.01,0.8433,0.431665
2026-06-10T22:43:46,124.04,5.0,606.23,620.21,130.92,0.9775,0.431679
2026-06-10T22:43:47,126.87,1.9019,206.64,241.3,-124.61,0.8563,0.431733
2026-06-10T22:43:47,124.07,5.0546,560.38,627.12,281.51,0.8936,0.431746
2026-06-10T22:43:47,126.75,1.912,202.46,242.35,-133.2,0.8354,0.431801
2026-06-10T22:43:48,123.53,4.9711,529.06,614.08,311.75,0.8616,0.431813
2026-06-10T22:43:48,126.82,1.9184,208.59,243.3,-125.24,0.8573,0.431868
2026-06-10T22:43:48,123.65,4.9222,530.72,608.63,297.93,0.872,0.431879
2026-06-10T22:43:49,126.8,1.9099,203.09,242.18,-131.93,0.8386,0.431936
2026-06-10T22:43:49,124.03,4.9602,512.74,615.19,339.94,0.8335,0.431947
2026-06-10T22:43:49,126.9,1.9285,207.29,244.73,-130.1,0.847,0.432
2026-06-10T22:43:49,123.61,4.6735,516.29,577.68,259.14,0.8937,0.432011
2026-06-10T22:43:50,126.78,1.9073,205.56,241.81,-127.35,0.8501,0.432068
2026-06-10T22:43:50,123.73,4.9182,513.63,608.52,326.33,0.8441,0.432079
2026-06-10T22:43:50,126.86,1.91,202.03,242.3,-133.77,0.8338,0.432133
2026-06-10T22:43:50,124.06,4.7255,516.17,586.26,277.97,0.8805,0.432144
2026-06-10T22:43:51,126.88,1.9084,209.48,242.14,-121.45,0.8651,0.432199
2026-06-10T22:43:51,123.97,4.8533,522.33,601.66,298.61,0.8681,0.432211
2026-06-10T22:43:51,126.97,1.913,202.92,242.89,-133.49,0.8354,0.432266
2026-06-10T22:43:51,123.71,4.9628,594.68,613.94,152.55,0.9686,0.432279
2026-06-10T22:43:52,126.97,1.9314,208.36,245.23,-129.32,0.8497,0.432332
2026-06-10T22:43:52,123.88,4.7895,514.37,593.35,295.77,0.8669,0.432343
2026-06-10T22:43:53,127.06,1.9056,203.87,242.13,-130.63,0.842,0.432398
2026-06-10T22:43:53,123.67,4.97,595.23,614.64,153.22,0.9684,0.432411
2026-06-10T22:43:53,126.83,1.9119,202.83,242.49,-132.9,0.8364,0.432467
2026-06-10T22:43:53,123.59,5.0594,529.69,625.3,332.32,0.8471,0.432479
2026-06-10T22:43:54,126.88,1.9041,207.78,241.59,-123.26,0.8601,0.432536
2026-06-10T22:43:54,123.65,5.0736,528.07,627.34,338.66,0.8418,0.432548
2026-06-10T22:43:54,126.95,1.9162,202.67,243.26,-134.53,0.8332,0.432603
2026-06-10T22:43:54,123.27,5.0232,583.77,619.22,206.5,0.9428,0.432616
2026-06-10T22:43:55,126.96,1.9338,209.21,245.52,-128.49,0.8521,0.43267
2026-06-10T22:43:55,123.16,4.9795,594.01,613.28,152.51,0.9686,0.432683
2026-06-10T22:43:55,126.99,1.9113,202.48,242.72,-133.83,0.8342,0.432737
2026-06-10T22:43:55,124.36,4.9116,535.0,610.81,294.72,0.8759,0.432749
2026-06-10T22:43:56,126.89,1.9158,203.66,243.1,-132.74,0.8378,0.432804
2026-06-10T22:43:56,123.89,4.8787,535.75,604.45,279.88,0.8863,0.432816
2026-06-10T22:43:56,126.98,1.9,207.12,241.26,-123.74,0.8585,0.43287
2026-06-10T22:43:57,123.67,4.8791,527.09,603.41,293.73,0.8735,0.432882
2026-06-10T22:43:57,126.78,1.9127,196.75,242.49,-141.75,0.8114,0.432937
2026-06-10T22:43:57,122.54,4.8663,510.64,596.3,307.95,0.8563,0.432948
2026-06-10T22:43:58,126.87,1.9452,212.04,246.79,-126.27,0.8592,0.433005
2026-06-10T22:43:58,120.09,5.1308,526.92,616.18,319.43,0.8551,0.433017
2026-06-10T22:43:58,126.97,1.9496,205.08,247.55,-138.64,0.8285,0.433071
2026-06-10T22:43:58,119.29,5.0234,579.7,599.25,151.81,0.9674,0.433084
2026-06-10T22:43:59,126.69,1.944,205.47,246.29,-135.8,0.8343,0.433138
2026-06-10T22:43:59,119.58,5.1219,520.54,612.48,322.75,0.8499,0.43315
2026-06-10T22:43:59,126.97,1.9212,205.85,243.92,-130.85,0.8439,0.433204
2026-06-10T22:43:59,119.97,4.9971,524.85,599.51,289.73,0.8755,0.433216
2026-06-10T22:44:00,126.82,1.9532,205.17,247.71,-138.8,0.8283,0.433273
2026-06-10T22:44:00,119.65,5.2435,527.2,627.37,340.09,0.8403,0.433285
2026-06-10T22:44:00,126.89,1.955,209.89,248.07,-132.23,0.8461,0.433339
2026-06-10T22:44:00,119.94,4.992,524.39,598.72,288.93,0.8759,0.433351
2026-06-10T22:44:01,126.96,1.952,203.97,247.82,-140.75,0.8231,0.433405
2026-06-10T22:44:01,119.88,5.0062,518.27,600.14,302.6,0.8636,0.433417
2026-06-10T22:44:02,126.79,1.9467,205.5,246.82,-136.72,0.8326,0.433473
2026-06-10T22:44:02,119.77,5.1072,521.04,611.66,320.39,0.8518,0.433484
2026-06-10T22:44:02,126.98,1.9244,205.42,244.36,-132.35,0.8406,0.433538
2026-06-10T22:44:02,119.11,5.0953,579.29,606.91,181.02,0.9545,0.433551
2026-06-10T22:44:03,126.94,1.9457,205.69,246.98,-136.73,0.8328,0.433604
2026-06-10T22:44:03,119.37,5.097,579.46,608.42,185.47,0.9524,0.433617
2026-06-10T22:44:03,126.83,1.9367,206.32,245.63,-133.28,0.84,0.433672
2026-06-10T22:44:03,119.4,5.0898,523.28,607.72,309.03,0.8611,0.433683
2026-06-10T22:44:04,126.86,1.9525,204.61,247.69,-139.58,0.8261,0.43374
2026-06-10T22:44:04,119.49,5.1716,513.08,617.96,344.42,0.8303,0.433752
2026-06-10T22:44:04,127.03,1.9483,207.28,247.49,-135.24,0.8375,0.433806
2026-06-10T22:44:04,119.91,5.0587,584.85,606.56,160.86,0.9642,0.433819
2026-06-10T22:44:05,126.94,1.9243,203.84,244.26,-134.58,0.8345,0.433873
2026-06-10T22:44:05,119.63,5.0796,548.35,607.65,261.84,0.9024,0.433885
2026-06-10T22:44:05,126.87,1.9408,206.89,246.22,-133.5,0.8402,0.433939
2026-06-10T22:44:05,119.84,5.0055,515.49,599.88,306.79,0.8593,0.433951
2026-06-10T22:44:06,126.75,1.9303,205.0,244.66,-133.55,0.8379,0.434007
2026-06-10T22:44:06,119.58,5.0827,510.17,607.81,330.38,0.8394,0.434018
2026-06-10T22:44:07,126.98,1.9484,204.28,247.42,-139.59,0.8257,0.434072
2026-06-10T22:44:07,119.93,4.8941,512.12,586.97,286.82,0.8725,0.434083
2026-06-10T22:44:07,126.87,1.946,210.29,246.88,-129.35,0.8518,0.434139
2026-06-10T22:44:07,119.28,5.1798,577.54,617.83,219.46,0.9348,0.434152
2026-06-10T22:44:08,126.84,1.9482,204.95,247.11,-138.06,0.8294,0.434206
2026-06-10T22:44:08,119.56,4.9769,504.15,595.02,316.04,0.8473,0.434217
2026-06-10T22:44:08,126.93,1.9369,207.38,245.85,-132.03,0.8436,0.434271
2026-06-10T22:44:08,119.73,4.9945,580.57,598.01,143.35,0.9708,0.434284
2026-06-10T22:44:09,126.86,1.9228,204.01,243.93,-133.72,0.8364,0.434337
2026-06-10T22:44:09,119.63,5.0055,515.13,598.79,305.28,0.8603,0.434349
2026-06-10T22:44:09,126.96,1.9551,205.61,248.22,-139.05,0.8284,0.434405
2026-06-10T22:44:09,120.15,5.0827,514.71,610.69,328.65,0.8428,0.434416
2026-06-10T22:44:10,126.83,1.941,207.83,246.18,-131.96,0.8442,0.43447
2026-06-10T22:44:10,119.8,4.9177,512.97,589.14,289.72,0.8707,0.434481
2026-06-10T22:44:11,126.9,1.9482,203.87,247.23,-139.85,0.8246,0.434537
2026-06-10T22:44:11,119.29,5.1431,564.87,613.55,239.51,0.9207,0.43455
2026-06-10T22:44:11,126.87,1.946,208.58,246.9,-132.1,0.8448,0.434603
2026-06-10T22:44:11,119.08,5.0479,575.01,601.1,175.18,0.9566,0.434615
2026-06-10T22:44:12,126.82,1.9254,203.08,244.17,-135.57,0.8317,0.434669
2026-06-10T22:44:12,119.09,5.0844,572.9,605.48,195.94,0.9462,0.434681
2026-06-10T22:44:12,126.8,1.951,205.72,247.37,-137.38,0.8316,0.434737
2026-06-10T22:44:12,119.29,5.1385,504.99,613.0,347.48,0.8238,0.434748
2026-06-10T22:44:13,126.62,1.9444,211.36,246.2,-126.25,0.8585,0.434801
2026-06-10T22:44:13,119.42,4.7903,508.42,572.04,262.19,0.8888,0.434812
2026-06-10T22:44:13,126.87,1.974,204.73,250.44,-144.23,0.8175,0.434866
2026-06-10T22:44:13,119.95,4.9491,513.05,593.64,298.65,0.8642,0.434878
2026-06-10T22:44:14,126.81,1.9475,209.31,246.97,-131.09,0.8475,0.434934
2026-06-10T22:44:14,119.53,5.1362,517.51,613.91,330.26,0.843,0.434946
2026-06-10T22:44:14,126.61,1.9348,204.44,244.97,-134.96,0.8346,0.434998
2026-06-10T22:44:14,119.34,4.8406,509.58,577.66,272.07,0.8821,0.43501
2026-06-10T22:44:15,126.84,1.9508,207.28,247.44,-135.12,0.8377,0.435064
2026-06-10T22:44:15,119.39,4.9681,516.04,593.14,292.43,0.87,0.435075
2026-06-10T22:44:16,126.78,1.9428,210.73,246.31,-127.52,0.8555,0.43513
2026-06-10T22:44:16,119.61,5.0402,518.92,602.87,306.87,0.8608,0.435142
2026-06-10T22:44:16,126.68,1.9911,205.25,252.22,-146.6,0.8137,0.435197
2026-06-10T22:44:16,119.0,5.0337,507.26,599.04,318.64,0.8468,0.435208
2026-06-10T22:44:17,126.85,1.9573,212.23,248.29,-128.88,0.8547,0.435262
2026-06-10T22:44:17,118.72,5.0208,568.57,596.08,179.0,0.9538,0.435275
2026-06-10T22:44:17,126.78,1.9575,205.45,248.18,-139.21,0.8279,0.435327
2026-06-10T22:44:17,119.05,5.0152,574.43,597.08,162.91,0.9621,0.43534
2026-06-10T22:44:18,126.59,1.9552,207.76,247.52,-134.53,0.8394,0.435396
2026-06-10T22:44:18,119.1,5.171,495.49,615.89,365.8,0.8045,0.435407
2026-06-10T22:44:18,126.89,1.9422,209.13,246.45,-130.39,0.8486,0.43546
2026-06-10T22:44:18,119.7,4.8672,535.85,582.62,228.71,0.9197,0.435472
2026-06-10T22:44:19,126.62,1.9855,206.96,251.4,-142.73,0.8232,0.435525
2026-06-10T22:44:19,119.73,4.8151,496.31,576.52,293.34,0.8609,0.435536
2026-06-10T22:44:19,126.84,1.9446,211.21,246.65,-127.38,0.8563,0.435589
2026-06-10T22:44:20,118.85,4.9091,563.94,583.47,149.66,0.9665,0.435602
2026-06-10T22:44:20,126.58,1.9549,204.89,247.45,-138.75,0.828,0.435654
2026-06-10T22:44:20,119.28,4.8823,498.76,582.35,300.62,0.8565,0.435666
2026-06-10T22:44:21,126.59,1.9491,208.98,246.74,-131.19,0.8469,0.435718
2026-06-10T22:44:21,119.43,4.7785,499.09,570.69,276.75,0.8745,0.435729
2026-06-10T22:44:21,126.69,1.9422,206.19,246.07,-134.29,0.8379,0.435782
2026-06-10T22:44:21,119.13,4.7624,507.15,567.32,254.27,0.8939,0.435793
2026-06-10T22:44:22,126.52,1.9742,207.71,249.76,-138.7,0.8316,0.435846
2026-06-10T22:44:22,119.24,4.8294,495.45,575.83,293.45,0.8604,0.435857
2026-06-10T22:44:22,126.79,1.9413,208.18,246.15,-131.35,0.8457,0.435909
2026-06-10T22:44:22,119.45,4.8088,553.71,574.41,152.82,0.964,0.435922
2026-06-10T22:44:23,126.64,1.957,204.7,247.83,-139.71,0.826,0.435977
2026-06-10T22:44:23,119.53,5.0984,516.3,609.39,323.73,0.8472,0.435988
2026-06-10T22:44:23,126.53,1.9466,211.03,246.31,-127.03,0.8568,0.436042
2026-06-10T22:44:23,119.42,4.9735,523.49,593.94,280.57,0.8814,0.436054
2026-06-10T22:44:24,126.71,1.9491,205.55,246.97,-136.91,0.8323,0.436109
2026-06-10T22:44:24,119.42,5.0504,506.55,603.1,327.33,0.8399,0.43612
2026-06-10T22:44:25,126.63,1.9703,208.86,249.49,-136.46,0.8372,0.436175
2026-06-10T22:44:25,119.54,4.9783,512.16,595.11,303.07,0.8606,0.436186
2026-06-10T22:44:25,126.64,1.9379,206.11,245.41,-133.21,0.8399,0.436238
2026-06-10T22:44:25,118.84,4.8885,555.51,580.96,170.06,0.9562,0.436251
2026-06-10T22:44:26,126.51,1.9555,206.93,247.39,-135.58,0.8364,0.436306
2026-06-10T22:44:26,119.22,5.0316,495.07,599.86,338.74,0.8253,0.436317
2026-06-10T22:44:26,126.62,1.94,208.57,245.65,-129.77,0.8491,0.436371
2026-06-10T22:44:26,118.9,4.9535,560.57,589.0,180.78,0.9517,0.436383
2026-06-10T22:44:27,126.6,1.9466,204.43,246.44,-137.63,0.8295,0.436436
2026-06-10T22:44:27,119.08,4.8662,499.87,579.48,293.15,0.8626,0.436447
2026-06-10T22:44:27,126.82,1.9523,209.36,247.6,-132.19,0.8456,0.436498
2026-06-10T22:44:27,119.63,4.7816,567.5,572.0,71.64,0.9921,0.436511
2026-06-10T22:44:28,126.62,1.9392,204.0,245.54,-136.65,0.8308,0.436563
2026-06-10T22:44:28,119.44,4.8871,517.29,583.69,270.37,0.8862,0.436574
2026-06-10T22:44:29,126.74,1.9525,206.73,247.46,-136.0,0.8354,0.436626
2026-06-10T22:44:29,119.06,4.824,558.91,574.34,132.24,0.9731,0.436639
2026-06-10T22:44:29,126.51,1.9291,206.81,244.05,-129.57,0.8474,0.436691
2026-06-10T22:44:29,119.39,4.8461,499.43,578.57,292.09,0.8632,0.436702
2026-06-10T22:44:30,126.74,1.936,202.72,245.37,-138.25,0.8262,0.436754
2026-06-10T22:44:30,119.45,4.7813,557.02,571.12,126.11,0.9753,0.436766
2026-06-10T22:44:30,126.49,1.9388,209.24,245.25,-127.93,0.8532,0.436819
2026-06-10T22:44:30,119.16,4.8706,510.11,580.4,276.85,0.8789,0.43683
2026-06-10T22:44:31,126.32,1.9408,202.75,245.16,-137.82,0.827,0.436884
2026-06-10T22:44:31,119.33,4.9007,493.33,584.8,314.03,0.8436,0.436895
2026-06-10T22:44:31,126.82,1.9673,208.75,249.5,-136.66,0.8367,0.43695
2026-06-10T22:44:31,119.54,4.9902,564.25,596.55,193.64,0.9459,0.436962
2026-06-10T22:44:32,132.32,1.9098,214.15,252.7,-134.15,0.8475,0.437113
2026-06-10T22:44:32,104.26,18.6757,2980.17,1947.16,0.0,1.0,0.437179
2026-06-10T22:44:32,132.48,1.9843,213.66,262.87,-153.13,0.8128,0.437397
2026-06-10T22:44:32,104.42,28.9604,3030.51,3024.16,0.0,1.0,0.437465
2026-06-10T22:44:33,132.42,1.9796,220.48,262.15,-141.81,0.8411,0.437682
2026-06-10T22:44:33,104.11,29.013,3024.26,3020.67,0.0,1.0,0.437749
2026-06-10T22:44:34,132.31,1.9991,214.34,264.51,-154.99,0.8103,0.437968
2026-06-10T22:44:34,104.17,29.0355,3002.38,3024.68,366.57,0.9926,0.438034
2026-06-10T22:44:34,132.52,2.02,221.25,267.68,-150.67,0.8265,0.438253
2026-06-10T22:44:34,103.68,29.035,3007.67,3010.41,128.44,0.9991,0.43832
2026-06-10T22:44:35,132.43,1.9866,214.75,263.09,-151.99,0.8162,0.438538
2026-06-10T22:44:35,103.81,29.0737,3011.07,3018.22,207.65,0.9976,0.438605
2026-06-10T22:44:35,132.45,1.9982,213.56,264.66,-156.32,0.8069,0.438823
2026-06-10T22:44:35,103.67,29.0212,3004.67,3008.54,152.54,0.9987,0.43889
2026-06-10T22:44:36,132.4,1.9724,217.95,261.14,-143.85,0.8346,0.439109
2026-06-10T22:44:36,103.86,29.0385,2990.89,3016.04,388.61,0.9917,0.439175
2026-06-10T22:44:36,132.41,2.0039,215.64,265.34,-154.61,0.8127,0.439393
2026-06-10T22:44:36,104.58,28.9631,3002.76,3028.86,396.76,0.9914,0.43946
2026-06-10T22:44:37,132.49,2.0216,222.95,267.83,-148.41,0.8324,0.439679
2026-06-10T22:44:37,104.14,29.0032,2995.11,3020.5,390.81,0.9916,0.439745
2026-06-10T22:44:37,132.46,2.0097,214.61,266.22,-157.52,0.8062,0.439964
2026-06-10T22:44:37,103.7,29.0885,3007.56,3016.44,231.3,0.9971,0.440031
2026-06-10T22:44:38,132.56,2.0135,214.65,266.91,-158.64,0.8042,0.440251
2026-06-10T22:44:38,103.79,29.2001,3027.6,3030.8,139.15,0.9989,0.440318
2026-06-10T22:44:39,132.69,1.9703,214.69,261.43,-149.18,0.8212,0.440537
2026-06-10T22:44:39,103.79,29.3653,3065.53,3047.71,0.0,1.0,0.440606
2026-06-10T22:44:39,132.43,1.9971,214.48,264.48,-154.75,0.811,0.440827
2026-06-10T22:44:39,103.82,29.4008,2978.94,3052.47,665.97,0.9759,0.440893
2026-06-10T22:44:40,132.49,1.9977,219.92,264.68,-147.27,0.8309,0.441115
2026-06-10T22:44:40,103.79,29.2786,2984.13,3038.8,573.84,0.982,0.441181
2026-06-10T22:44:40,132.47,1.9968,214.14,264.51,-155.27,0.8096,0.441401
2026-06-10T22:44:40,104.42,29.1278,3014.31,3041.59,406.42,0.991,0.441468
2026-06-10T22:44:41,132.46,2.006,216.97,265.72,-153.4,0.8165,0.44169
2026-06-10T22:44:41,103.66,29.3805,2992.67,3045.7,565.86,0.9826,0.441757
2026-06-10T22:44:41,132.52,1.9846,216.24,263.0,-149.69,0.8222,0.441976
2026-06-10T22:44:41,104.23,29.2177,3012.53,3045.31,445.64,0.9892,0.442043
2026-06-10T22:44:42,132.59,2.0167,215.22,267.39,-158.67,0.8049,0.442263
2026-06-10T22:44:42,104.07,29.1856,3006.84,3037.39,429.67,0.9899,0.44233
2026-06-10T22:44:43,132.52,1.9905,216.26,263.78,-151.03,0.8199,0.44255
2026-06-10T22:44:43,104.06,29.2389,3006.85,3042.69,465.61,0.9882,0.442617
2026-06-10T22:44:43,132.57,2.0045,216.95,265.73,-153.44,0.8164,0.442837
2026-06-10T22:44:43,103.71,29.2399,2999.16,3032.61,449.16,0.989,0.442904
2026-06-10T22:44:44,132.57,1.9949,214.49,264.48,-154.74,0.811,0.443125
2026-06-10T22:44:44,104.05,29.2442,2997.27,3042.91,525.05,0.985,0.443191
2026-06-10T22:44:44,132.54,1.9289,204.68,255.65,-153.18,0.8006,0.443409
2026-06-10T22:44:44,103.78,29.0032,2980.02,3010.04,424.06,0.99,0.443475
2026-06-10T22:44:45,132.59,1.9407,208.63,257.32,-150.63,0.8108,0.443695
2026-06-10T22:44:45,103.8,29.151,2979.62,3025.75,526.35,0.9848,0.443761
2026-06-10T22:44:45,132.6,1.9077,198.71,252.96,-156.52,0.7856,0.44398
2026-06-10T22:44:45,104.45,29.1754,3018.4,3047.32,418.84,0.9905,0.444047
2026-06-10T22:44:46,132.66,1.8969,197.31,251.63,-156.16,0.7841,0.444265
2026-06-10T22:44:46,104.12,29.1993,3003.48,3040.12,470.58,0.9879,0.444332
2026-06-10T22:44:46,132.58,1.9094,211.0,253.13,-139.84,0.8336,0.444552
2026-06-10T22:44:46,103.91,29.2887,3008.44,3043.4,459.94,0.9885,0.444619
2026-06-10T22:44:47,132.53,1.9669,213.21,260.66,-149.95,0.818,0.444838
2026-06-10T22:44:47,103.96,29.2033,2992.69,3036.01,511.08,0.9857,0.444905
2026-06-10T22:44:48,132.54,2.0039,220.08,265.6,-148.7,0.8286,0.445125
2026-06-10T22:44:48,104.1,29.1961,3002.51,3039.33,471.62,0.9879,0.445192
2026-06-10T22:44:48,132.68,1.9833,217.33,263.15,-148.38,0.8259,0.445414
2026-06-10T22:44:48,103.41,29.4987,3028.53,3050.4,364.62,0.9928,0.445481
2026-06-10T22:44:49,132.67,2.0128,217.87,267.03,-154.4,0.8159,0.445705
2026-06-10T22:44:49,103.43,29.7871,3035.31,3080.8,527.45,0.9852,0.445773
2026-06-10T22:44:49,132.63,2.0044,221.99,265.84,-146.26,0.835,0.445996
2026-06-10T22:44:49,103.47,29.7143,3037.5,3074.45,475.2,0.988,0.446063
2026-06-10T22:44:50,132.74,2.024,215.99,268.67,-159.79,0.8039,0.446287
2026-06-10T22:44:50,103.39,29.7455,3034.05,3075.45,502.91,0.9865,0.446354
2026-06-10T22:44:50,132.61,2.0151,220.62,267.21,-150.76,0.8256,0.446577
2026-06-10T22:44:50,104.11,29.7221,3057.59,3094.26,474.93,0.9882,0.446645
2026-06-10T22:44:51,132.55,1.9864,215.53,263.31,-151.25,0.8186,0.446866
2026-06-10T22:44:51,104.0,29.5855,3048.58,3076.87,416.33,0.9908,0.446934
2026-06-10T22:44:52,132.66,1.9975,217.31,264.99,-151.65,0.8201,0.447157
2026-06-10T22:44:52,103.49,29.699,3066.89,3073.66,203.93,0.9978,0.447225
2026-06-10T22:44:52,132.59,1.9956,221.96,264.6,-144.03,0.8389,0.447447
2026-06-10T22:44:52,103.47,29.5953,3033.1,3062.24,421.46,0.9905,0.447514
2026-06-10T22:44:53,132.62,2.0121,214.53,266.84,-158.69,0.804,0.447736
2026-06-10T22:44:53,103.54,29.5851,3027.77,3063.23,464.77,0.9884,0.447803
2026-06-10T22:44:53,132.56,1.9553,211.63,259.19,-149.63,0.8165,0.448025
2026-06-10T22:44:53,103.41,29.5732,3026.8,3058.19,437.04,0.9897,0.448092
2026-06-10T22:44:54,132.75,1.8894,193.69,250.82,-159.36,0.7722,0.448312
2026-06-10T22:44:54,103.35,29.5563,3024.36,3054.65,429.12,0.9901,0.448379
2026-06-10T22:44:54,132.65,1.8713,198.16,248.22,-149.49,0.7983,0.4486
2026-06-10T22:44:54,104.03,29.6315,3055.78,3082.6,405.72,0.9913,0.448668
2026-06-10T22:44:55,132.62,1.8738,205.98,248.51,-139.03,0.8289,0.448887
2026-06-10T22:44:55,103.55,29.5674,3027.08,3061.66,458.8,0.9887,0.448955
2026-06-10T22:44:55,132.59,1.941,208.2,257.37,-151.3,0.809,0.449176
2026-06-10T22:44:55,103.59,29.5768,3029.43,3063.74,457.24,0.9888,0.449243
2026-06-10T22:44:56,132.59,1.9749,221.87,261.85,-139.06,0.8473,0.449466
2026-06-10T22:44:56,103.73,29.6686,3037.45,3077.6,495.46,0.987,0.449533
2026-06-10T22:44:57,132.58,1.9892,215.23,263.72,-152.4,0.8161,0.449755
2026-06-10T22:44:57,103.73,29.5388,3039.08,3063.96,389.68,0.9919,0.449822
2026-06-10T22:44:57,132.51,2.0094,221.54,266.26,-147.7,0.832,0.450045
2026-06-10T22:44:57,103.41,29.6149,3018.72,3062.41,515.44,0.9857,0.450112
2026-06-10T22:44:58,132.64,2.0,221.3,265.27,-146.27,0.8342,0.450335
2026-06-10T22:44:58,103.35,29.6206,3021.3,3061.39,493.85,0.9869,0.450402
2026-06-10T22:44:58,132.53,2.0425,219.1,270.68,-158.94,0.8094,0.450624
2026-06-10T22:44:58,103.61,29.6325,3034.46,3070.22,467.23,0.9884,0.450692
2026-06-10T22:44:59,132.61,2.0045,224.03,265.83,-143.09,0.8428,0.450914
2026-06-10T22:44:59,103.25,29.6188,3030.09,3058.2,413.71,0.9908,0.450981
2026-06-10T22:44:59,132.65,2.0144,217.05,267.21,-155.87,0.8123,0.451203
2026-06-10T22:44:59,103.91,29.663,3062.61,3082.29,347.81,0.9936,0.451271
2026-06-10T22:45:00,132.63,2.0063,221.56,266.1,-147.38,0.8326,0.451493
2026-06-10T22:45:00,103.46,29.6397,3062.67,3066.47,152.53,0.9988,0.451561
2026-06-10T22:45:00,132.63,2.0036,218.74,265.74,-150.9,0.8231,0.451782
2026-06-10T22:45:01,103.21,29.6728,3053.4,3062.46,235.35,0.997,0.45185
2026-06-10T22:45:01,132.51,2.0442,220.86,270.88,-156.84,0.8153,0.452072
2026-06-10T22:45:01,103.16,29.7126,3061.03,3065.05,156.82,0.9987,0.45214
2026-06-10T22:45:02,132.73,2.0031,219.49,265.87,-150.02,0.8256,0.452363
2026-06-10T22:45:02,103.57,29.8365,3089.75,3090.02,41.4,0.9999,0.452431
2026-06-10T22:45:02,132.67,1.9488,197.88,258.54,-166.39,0.7654,0.452653
2026-06-10T22:45:02,103.36,29.8868,3072.43,3088.96,319.17,0.9946,0.452722
2026-06-10T22:45:03,132.6,1.8543,198.76,245.89,-144.76,0.8083,0.452942
2026-06-10T22:45:03,103.3,29.7181,3021.48,3069.99,543.63,0.9842,0.453009
2026-06-10T22:45:03,132.78,1.8563,195.92,246.48,-149.57,0.7949,0.453229
2026-06-10T22:45:03,103.75,29.6001,3065.26,3070.89,185.81,0.9982,0.453297
2026-06-10T22:45:04,132.69,1.916,207.99,254.23,-146.21,0.8181,0.453518
2026-06-10T22:45:04,103.42,29.705,3069.24,3072.04,131.07,0.9991,0.453586
2026-06-10T22:45:04,132.74,1.9373,220.06,257.15,-133.05,0.8558,0.453807
2026-06-10T22:45:04,103.51,29.6923,3071.63,3073.34,102.45,0.9994,0.453875
2026-06-10T22:45:05,132.5,2.0224,219.6,267.97,-153.57,0.8195,0.454097
2026-06-10T22:45:05,103.74,29.6505,3041.75,3075.93,457.31,0.9889,0.454164
2026-06-10T22:45:06,132.59,1.9969,222.29,264.76,-143.82,0.8396,0.454386
2026-06-10T22:45:06,103.63,29.6418,3049.25,3071.76,371.19,0.9927,0.454454
2026-06-10T22:45:06,132.57,2.0086,215.8,266.29,-156.02,0.8104,0.454676
2026-06-10T22:45:06,103.44,29.621,3015.86,3064.06,541.35,0.9843,0.454743
2026-06-10T22:45:07,132.52,2.0117,222.1,266.59,-147.45,0.8331,0.454966
2026-06-10T22:45:07,103.43,29.6061,3021.11,3062.19,499.95,0.9866,0.455033
2026-06-10T22:45:07,132.42,2.0025,218.35,265.17,-150.45,0.8234,0.455256
2026-06-10T22:45:07,103.4,29.5896,3014.79,3059.55,521.42,0.9854,0.455323
2026-06-10T22:45:08,132.38,2.017,220.84,267.01,-150.08,0.8271,0.455545
2026-06-10T22:45:08,103.41,29.5634,3021.2,3057.17,467.59,0.9882,0.455612
2026-06-10T22:45:08,132.46,2.0061,222.99,265.74,-144.54,0.8391,0.455835
2026-06-10T22:45:08,103.98,29.7459,3071.92,3092.91,359.76,0.9932,0.455903
2026-06-10T22:45:09,132.46,2.0171,214.89,267.19,-158.79,0.8043,0.456126
2026-06-10T22:45:09,103.7,29.755,3051.73,3085.53,455.46,0.989,0.456194
2026-06-10T22:45:09,132.43,1.9923,222.8,263.84,-141.32,0.8445,0.456417
2026-06-10T22:45:10,103.34,29.7748,3044.41,3077.05,447.0,0.9894,0.456485
